Date/Time (GMT),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),1 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
2013-09-21 21:00:00,2,60.90,61.00,60.80,58.45,0.07,,92.00,7.50,1007.0,290.00,8.10,
2013-09-21 22:00:00,1,61.00,61.00,61.00,57.90,,,90.00,0.00,1007.5,0.00,0.00,
2013-09-21 23:00:00,1,60.10,60.10,60.10,57.90,,,93.00,0.00,1007.5,0.00,0.00,
2013-09-22 00:00:00,1,60.10,60.10,60.10,57.90,,,93.00,0.00,1008.1,0.00,0.00,
2013-09-22 01:00:00,3,59.00,59.00,59.00,57.43,,,94.67,3.47,1008.6,100.00,10.40,
2013-09-22 02:00:00,2,58.45,59.00,57.90,56.10,,,92.00,7.50,1009.0,320.00,8.10,
2013-09-22 03:00:00,1,55.90,55.90,55.90,54.00,,,93.00,4.60,1009.5,310.00,4.60,
2013-09-22 04:00:00,1,54.00,54.00,54.00,53.10,,,97.00,0.00,1009.5,0.00,0.00,
2013-09-22 05:00:00,1,54.00,54.00,54.00,52.00,,,93.00,3.50,1009.8,280.00,3.50,
2013-09-22 06:00:00,4,52.52,53.60,51.10,50.90,,,94.50,0.88,1009.8,70.00,3.50,
2013-09-22 07:00:00,3,52.23,53.10,51.80,51.27,,,96.67,1.17,1009.8,96.67,3.50,
2013-09-22 08:00:00,1,54.00,54.00,54.00,53.10,,,97.00,4.60,1010.5,270.00,4.60,
2013-09-22 09:00:00,3,54.67,55.40,53.60,53.43,0.00,,95.67,6.53,1010.7,290.00,8.10,
2013-09-22 10:00:00,2,54.70,55.40,54.00,52.80,,,93.50,5.80,1011.0,310.00,5.80,
2013-09-22 11:00:00,1,55.00,55.00,55.00,51.10,,,87.00,11.50,1011.9,340.00,11.50,
2013-09-22 12:00:00,1,55.00,55.00,55.00,50.00,,,83.00,13.80,1012.5,350.00,13.80,
2013-09-22 13:00:00,1,55.90,55.90,55.90,46.00,,,69.00,12.70,1013.5,340.00,12.70,
2013-09-22 14:00:00,1,59.00,59.00,59.00,44.10,,19.60,58.00,12.70,1013.9,330.00,12.70,
2013-09-22 15:00:00,1,59.00,59.00,59.00,42.10,,,53.00,12.70,1013.9,320.00,12.70,
2013-09-22 16:00:00,1,60.10,60.10,60.10,43.00,,,53.00,8.10,1013.9,300.00,8.10,
2013-09-22 17:00:00,1,60.10,60.10,60.10,43.00,,,53.00,12.70,1013.9,320.00,12.70,
2013-09-22 18:00:00,1,60.10,60.10,60.10,43.00,,,53.00,6.90,1013.9,320.00,6.90,
2013-09-22 19:00:00,1,60.10,60.10,60.10,43.00,,,53.00,9.20,1013.9,320.00,9.20,
2013-09-22 20:00:00,1,60.10,60.10,60.10,43.00,,18.40,53.00,11.50,1013.9,320.00,11.50,
2013-09-22 21:00:00,1,59.00,59.00,59.00,41.00,,,51.00,10.40,1014.2,310.00,10.40,
2013-09-22 22:00:00,1,57.00,57.00,57.00,44.10,,20.70,62.00,12.70,1014.9,350.00,12.70,
2013-09-22 23:00:00,1,55.90,55.90,55.90,44.10,,,64.00,10.40,1015.6,350.00,10.40,
2013-09-23 00:00:00,1,55.00,55.00,55.00,44.10,,,66.00,10.40,1016.3,350.00,10.40,
2013-09-23 01:00:00,1,54.00,54.00,54.00,45.00,,,72.00,8.10,1016.6,360.00,8.10,
2013-09-23 02:00:00,1,54.00,54.00,54.00,45.00,,,72.00,8.10,1016.9,10.00,8.10,
2013-09-23 03:00:00,1,53.10,53.10,53.10,46.00,,,77.00,9.20,1016.9,360.00,9.20,
2013-09-23 04:00:00,1,53.10,53.10,53.10,46.00,,,77.00,8.10,1016.9,360.00,8.10,
2013-09-23 05:00:00,1,52.00,52.00,52.00,46.00,,,80.00,6.90,1017.3,360.00,6.90,
2013-09-23 06:00:00,1,52.00,52.00,52.00,46.00,,,80.00,6.90,1017.6,360.00,6.90,
2013-09-23 07:00:00,1,52.00,52.00,52.00,46.00,,,80.00,5.80,1017.6,360.00,5.80,
2013-09-23 08:00:00,1,52.00,52.00,52.00,46.00,,,80.00,0.00,1017.9,0.00,0.00,
2013-09-23 09:00:00,1,51.10,51.10,51.10,46.90,,,86.00,6.90,1018.3,350.00,6.90,
2013-09-23 10:00:00,1,51.10,51.10,51.10,46.90,,,86.00,4.60,1018.6,360.00,4.60,
2013-09-23 11:00:00,1,52.00,52.00,52.00,46.00,,,80.00,5.80,1019.6,340.00,5.80,
2013-09-23 12:00:00,1,52.00,52.00,52.00,46.00,,,80.00,4.60,1020.0,360.00,4.60,
2013-09-23 13:00:00,1,53.10,53.10,53.10,39.90,,,61.00,8.10,1020.3,50.00,8.10,
2013-09-23 14:00:00,1,53.10,53.10,53.10,37.90,,,56.00,5.80,1020.7,70.00,5.80,
2013-09-23 15:00:00,1,54.00,54.00,54.00,39.00,,,57.00,5.80,1021.3,360.00,5.80,
2013-09-23 16:00:00,1,55.00,55.00,55.00,39.90,,,57.00,8.10,1021.3,20.00,8.10,
2013-09-23 17:00:00,1,55.00,55.00,55.00,39.90,,,57.00,6.90,1021.0,20.00,6.90,
2013-09-23 18:00:00,1,57.00,57.00,57.00,39.90,,,53.00,5.80,1020.7,,5.80,
2013-09-23 19:00:00,1,57.00,57.00,57.00,39.90,,,53.00,6.90,1020.3,20.00,6.90,
2013-09-23 20:00:00,1,57.00,57.00,57.00,39.90,,,53.00,6.90,1020.3,10.00,6.90,
2013-09-23 21:00:00,1,57.00,57.00,57.00,39.90,,,53.00,4.60,1020.3,10.00,4.60,
2013-09-23 22:00:00,1,55.00,55.00,55.00,39.90,,,57.00,6.90,1020.0,20.00,6.90,
2013-09-23 23:00:00,1,54.00,54.00,54.00,41.00,,,61.00,5.80,1020.3,30.00,5.80,
2013-09-24 00:00:00,1,52.00,52.00,52.00,41.00,,,66.00,0.00,1020.3,0.00,0.00,
2013-09-24 01:00:00,1,50.00,50.00,50.00,43.00,,,77.00,0.00,1020.0,0.00,0.00,
2013-09-24 02:00:00,1,46.90,46.90,46.90,42.10,,,83.00,0.00,1020.3,0.00,0.00,
2013-09-24 03:00:00,1,46.00,46.00,46.00,41.00,,,83.00,0.00,1020.0,0.00,0.00,
2013-09-24 04:00:00,1,44.10,44.10,44.10,39.90,,,85.00,0.00,1020.0,0.00,0.00,
2013-09-24 05:00:00,1,43.00,43.00,43.00,39.90,,,89.00,0.00,1020.3,0.00,0.00,
2013-09-24 06:00:00,1,44.10,44.10,44.10,39.00,,,82.00,0.00,1020.3,0.00,0.00,
2013-09-24 07:00:00,1,42.10,42.10,42.10,37.90,,,85.00,0.00,1020.0,0.00,0.00,
2013-09-24 08:00:00,1,41.00,41.00,41.00,37.00,,,86.00,0.00,1020.0,0.00,0.00,
2013-09-24 09:00:00,2,41.00,41.00,41.00,39.10,,,93.00,0.00,1019.6,0.00,0.00,
2013-09-24 10:00:00,1,39.90,39.90,39.90,39.00,,,97.00,0.00,1019.6,0.00,0.00,
2013-09-24 11:00:00,2,42.10,42.10,42.10,39.90,,,92.00,0.00,1020.0,0.00,0.00,
2013-09-24 12:00:00,1,46.00,46.00,46.00,42.10,,,86.00,3.50,1020.3,60.00,3.50,
2013-09-24 13:00:00,1,51.10,51.10,51.10,43.00,,,74.00,5.80,1020.3,80.00,5.80,
2013-09-24 14:00:00,1,55.90,55.90,55.90,43.00,,,62.00,5.80,1020.0,70.00,5.80,
2013-09-24 15:00:00,1,59.00,59.00,59.00,39.90,,,49.00,6.90,1019.6,90.00,6.90,
2013-09-24 16:00:00,1,61.00,61.00,61.00,39.90,,,46.00,4.60,1018.6,130.00,4.60,
2013-09-24 17:00:00,1,63.00,63.00,63.00,39.00,,,41.00,5.80,1017.9,110.00,5.80,
2013-09-24 18:00:00,1,64.90,64.90,64.90,37.90,,,37.00,4.60,1017.3,160.00,4.60,
2013-09-24 19:00:00,1,66.90,66.90,66.90,37.90,,,34.00,3.50,1016.3,,3.50,
2013-09-24 20:00:00,1,69.10,69.10,69.10,37.90,,,32.00,0.00,1015.9,0.00,0.00,
2013-09-24 21:00:00,1,68.00,68.00,68.00,37.00,,,32.00,4.60,1016.3,40.00,4.60,
2013-09-24 22:00:00,1,66.00,66.00,66.00,39.90,,,38.00,4.60,1015.9,60.00,4.60,
2013-09-24 23:00:00,1,62.10,62.10,62.10,42.10,,,48.00,0.00,1015.6,0.00,0.00,
2013-09-25 00:00:00,1,59.00,59.00,59.00,43.00,,,55.00,3.50,1015.2,70.00,3.50,
2013-09-25 01:00:00,1,51.10,51.10,51.10,45.00,,,80.00,0.00,1015.6,0.00,0.00,
2013-09-25 02:00:00,1,52.00,52.00,52.00,44.10,,,74.00,0.00,1015.6,0.00,0.00,
2013-09-25 03:00:00,1,51.10,51.10,51.10,44.10,,,77.00,0.00,1015.6,0.00,0.00,
2013-09-25 04:00:00,1,48.00,48.00,48.00,43.00,,,83.00,0.00,1015.9,0.00,0.00,
2013-09-25 05:00:00,1,46.90,46.90,46.90,44.10,,,90.00,0.00,1015.2,0.00,0.00,
2013-09-25 06:00:00,1,46.90,46.90,46.90,43.00,,,86.00,0.00,1014.6,0.00,0.00,
2013-09-25 07:00:00,1,46.00,46.00,46.00,42.10,,,86.00,0.00,1014.2,0.00,0.00,
2013-09-25 08:00:00,1,46.00,46.00,46.00,41.00,,,83.00,0.00,1014.2,0.00,0.00,
2013-09-25 09:00:00,1,45.00,45.00,45.00,42.10,,,90.00,0.00,1014.2,0.00,0.00,
2013-09-25 10:00:00,1,46.90,46.90,46.90,42.10,,,83.00,0.00,1014.2,0.00,0.00,
2013-09-25 11:00:00,1,48.00,48.00,48.00,45.00,,,89.00,0.00,1014.2,0.00,0.00,
2013-09-25 12:00:00,1,50.00,50.00,50.00,45.00,,,83.00,0.00,1014.9,0.00,0.00,
2013-09-25 13:00:00,1,53.10,53.10,53.10,46.90,,,80.00,5.80,1014.9,90.00,5.80,
2013-09-25 14:00:00,1,59.00,59.00,59.00,48.00,,,67.00,3.50,1014.9,60.00,3.50,
2013-09-25 15:00:00,1,64.90,64.90,64.90,46.00,,,50.00,6.90,1014.6,90.00,6.90,
2013-09-25 16:00:00,1,69.10,69.10,69.10,46.90,,,45.00,4.60,1014.6,20.00,4.60,
2013-09-25 17:00:00,1,70.00,70.00,70.00,46.00,,,42.00,0.00,1013.9,0.00,0.00,
2013-09-25 18:00:00,1,73.00,73.00,73.00,46.90,,,40.00,8.10,1013.2,70.00,8.10,
2013-09-25 19:00:00,1,73.90,73.90,73.90,46.00,,,37.00,6.90,1012.9,70.00,6.90,
2013-09-25 20:00:00,1,72.00,72.00,72.00,46.90,,,41.00,4.60,1012.5,70.00,4.60,
2013-09-25 21:00:00,1,71.10,71.10,71.10,46.90,,,42.00,5.80,1012.9,30.00,5.80,
2013-09-25 22:00:00,1,68.00,68.00,68.00,46.90,,,47.00,4.60,1013.2,10.00,4.60,
2013-09-25 23:00:00,1,64.90,64.90,64.90,46.90,,,52.00,5.80,1013.2,20.00,5.80,
2013-09-26 00:00:00,1,64.00,64.00,64.00,48.00,,,56.00,4.60,1013.5,30.00,4.60,
2013-09-26 01:00:00,1,61.00,61.00,61.00,48.90,,,65.00,0.00,1013.9,0.00,0.00,
2013-09-26 02:00:00,1,57.90,57.90,57.90,50.00,,,75.00,0.00,1014.2,0.00,0.00,
2013-09-26 03:00:00,1,59.00,59.00,59.00,48.00,,,67.00,0.00,1014.2,0.00,0.00,
2013-09-26 04:00:00,1,55.00,55.00,55.00,48.90,,,80.00,0.00,1014.2,0.00,0.00,
2013-09-26 05:00:00,1,55.90,55.90,55.90,48.90,,,77.00,0.00,1014.6,0.00,0.00,
2013-09-26 06:00:00,1,53.10,53.10,53.10,48.00,,,83.00,0.00,1014.6,0.00,0.00,
2013-09-26 07:00:00,1,53.10,53.10,53.10,48.00,,,83.00,0.00,1014.6,0.00,0.00,
2013-09-26 08:00:00,1,53.10,53.10,53.10,46.90,,,80.00,0.00,1014.9,0.00,0.00,
2013-09-26 09:00:00,1,50.00,50.00,50.00,46.00,,,86.00,0.00,1015.2,0.00,0.00,
2013-09-26 10:00:00,1,48.90,48.90,48.90,45.00,,,86.00,0.00,1015.6,0.00,0.00,
2013-09-26 11:00:00,1,51.10,51.10,51.10,46.00,,,83.00,0.00,1016.3,0.00,0.00,
2013-09-26 12:00:00,1,55.00,55.00,55.00,46.90,,,74.00,3.50,1016.9,60.00,3.50,
2013-09-26 13:00:00,1,57.90,57.90,57.90,48.00,,,70.00,0.00,1017.3,0.00,0.00,
2013-09-26 14:00:00,1,63.00,63.00,63.00,50.00,,,63.00,0.00,1017.6,0.00,0.00,
2013-09-26 15:00:00,1,68.00,68.00,68.00,48.90,,,51.00,0.00,1017.6,0.00,0.00,
2013-09-26 16:00:00,1,72.00,72.00,72.00,46.00,,,40.00,3.50,1017.6,,3.50,
2013-09-26 17:00:00,1,73.90,73.90,73.90,45.00,,,36.00,4.60,1016.9,350.00,4.60,
2013-09-26 18:00:00,1,75.00,75.00,75.00,44.10,,,33.00,6.90,1016.9,20.00,6.90,
2013-09-26 19:00:00,1,75.00,75.00,75.00,44.10,,,33.00,9.20,1016.9,340.00,9.20,
2013-09-26 20:00:00,1,75.00,75.00,75.00,43.00,,,32.00,5.80,1016.9,80.00,5.80,
2013-09-26 21:00:00,1,75.00,75.00,75.00,45.00,,,34.00,8.10,1017.3,20.00,8.10,
2013-09-26 22:00:00,1,72.00,72.00,72.00,45.00,,,38.00,4.60,1017.6,10.00,4.60,
2013-09-26 23:00:00,1,68.00,68.00,68.00,46.90,,,47.00,6.90,1018.3,360.00,6.90,
2013-09-27 00:00:00,1,66.00,66.00,66.00,44.10,,,45.00,6.90,1018.6,10.00,6.90,
2013-09-27 01:00:00,1,63.00,63.00,63.00,48.00,,,58.00,8.10,1019.0,10.00,8.10,
2013-09-27 02:00:00,1,61.00,61.00,61.00,48.90,,,65.00,5.80,1019.0,350.00,5.80,
2013-09-27 03:00:00,1,59.00,59.00,59.00,48.90,,,69.00,5.80,1019.0,10.00,5.80,
2013-09-27 04:00:00,1,57.00,57.00,57.00,48.90,,,74.00,4.60,1019.6,340.00,4.60,
2013-09-27 05:00:00,1,55.90,55.90,55.90,48.00,,,75.00,0.00,1019.6,0.00,0.00,
2013-09-27 06:00:00,1,55.00,55.00,55.00,48.00,,,77.00,0.00,1019.6,0.00,0.00,
2013-09-27 07:00:00,1,53.10,53.10,53.10,46.90,,,80.00,3.50,1019.6,20.00,3.50,
2013-09-27 08:00:00,1,52.00,52.00,52.00,46.90,,,83.00,0.00,1020.0,0.00,0.00,
2013-09-27 09:00:00,1,52.00,52.00,52.00,48.00,,,86.00,3.50,1020.7,20.00,3.50,
2013-09-27 10:00:00,1,52.00,52.00,52.00,48.00,,,86.00,3.50,1021.0,10.00,3.50,
2013-09-27 11:00:00,1,51.10,51.10,51.10,46.90,,,86.00,0.00,1021.7,0.00,0.00,
2013-09-27 12:00:00,1,55.90,55.90,55.90,48.90,,,77.00,6.90,1022.4,60.00,6.90,
2013-09-27 13:00:00,1,59.00,59.00,59.00,50.00,,,72.00,6.90,1022.4,50.00,6.90,
2013-09-27 14:00:00,1,63.00,63.00,63.00,52.00,,,67.00,3.50,1022.7,,3.50,
2013-09-27 15:00:00,1,66.90,66.90,66.90,51.10,,,57.00,5.80,1022.7,50.00,5.80,
2013-09-27 16:00:00,1,69.10,69.10,69.10,51.10,,,53.00,9.20,1022.4,80.00,9.20,
2013-09-27 17:00:00,1,71.10,71.10,71.10,50.00,,,47.00,5.80,1022.0,,5.80,
2013-09-27 18:00:00,1,72.00,72.00,72.00,50.00,,,46.00,3.50,1021.7,80.00,3.50,
2013-09-27 19:00:00,1,73.00,73.00,73.00,46.90,,,40.00,6.90,1021.3,90.00,6.90,
2013-09-27 20:00:00,1,71.10,71.10,71.10,48.00,,,44.00,3.50,1021.3,120.00,3.50,
2013-09-27 21:00:00,1,73.00,73.00,73.00,48.00,,,41.00,5.80,1021.3,80.00,5.80,
2013-09-27 22:00:00,1,70.00,70.00,70.00,48.90,,,47.00,4.60,1021.3,70.00,4.60,
2013-09-27 23:00:00,1,66.90,66.90,66.90,50.00,,,55.00,5.80,1021.7,60.00,5.80,
2013-09-28 00:00:00,1,64.90,64.90,64.90,50.00,,,58.00,5.80,1022.0,60.00,5.80,
2013-09-28 01:00:00,1,63.00,63.00,63.00,50.00,,,63.00,6.90,1022.4,80.00,6.90,
2013-09-28 02:00:00,1,60.10,60.10,60.10,51.10,,,72.00,4.60,1022.7,100.00,4.60,
2013-09-28 03:00:00,1,60.10,60.10,60.10,51.10,,,72.00,0.00,1023.0,0.00,0.00,
2013-09-28 04:00:00,1,57.90,57.90,57.90,51.10,,,78.00,4.60,1023.0,100.00,4.60,
2013-09-28 05:00:00,1,55.90,55.90,55.90,51.10,,,84.00,3.50,1022.7,110.00,3.50,
2013-09-28 06:00:00,1,55.90,55.90,55.90,51.10,,,84.00,0.00,1023.0,0.00,0.00,
2013-09-28 07:00:00,1,55.00,55.00,55.00,51.10,,,87.00,4.60,1023.0,100.00,4.60,
2013-09-28 08:00:00,1,53.10,53.10,53.10,50.00,,,89.00,4.60,1023.0,100.00,4.60,
2013-09-28 09:00:00,1,53.10,53.10,53.10,50.00,,,89.00,0.00,1023.4,0.00,0.00,
2013-09-28 10:00:00,1,52.00,52.00,52.00,50.00,,,93.00,0.00,1023.7,0.00,0.00,
2013-09-28 11:00:00,1,52.00,52.00,52.00,48.90,,,89.00,0.00,1024.0,0.00,0.00,
2013-09-28 12:00:00,1,55.00,55.00,55.00,52.00,,,89.00,3.50,1024.7,100.00,3.50,
2013-09-28 13:00:00,1,60.10,60.10,60.10,52.00,,,75.00,6.90,1025.1,110.00,6.90,
2013-09-28 14:00:00,1,64.00,64.00,64.00,53.10,,,68.00,4.60,1025.1,140.00,4.60,
2013-09-28 15:00:00,1,68.00,68.00,68.00,52.00,,,57.00,6.90,1024.7,160.00,6.90,
2013-09-28 16:00:00,1,70.00,70.00,70.00,52.00,,,53.00,6.90,1024.0,150.00,6.90,
2013-09-28 18:00:00,1,71.10,71.10,71.10,51.10,,,49.00,9.20,1023.0,120.00,9.20,
2013-09-28 19:00:00,1,72.00,72.00,72.00,50.00,,,46.00,6.90,1022.0,140.00,6.90,
2013-09-28 20:00:00,1,72.00,72.00,72.00,50.00,,,46.00,6.90,1022.0,140.00,6.90,
2013-09-28 21:00:00,1,71.10,71.10,71.10,48.90,,,46.00,8.10,1021.7,160.00,8.10,
2013-09-28 22:00:00,1,68.00,68.00,68.00,50.00,,,53.00,5.80,1021.7,120.00,5.80,
2013-09-28 23:00:00,1,64.00,64.00,64.00,50.00,,,60.00,9.20,1021.7,110.00,9.20,
2013-09-29 00:00:00,1,62.10,62.10,62.10,48.90,,,62.00,10.40,1022.0,120.00,10.40,
2013-09-29 01:00:00,1,59.00,59.00,59.00,48.00,,,67.00,6.90,1022.0,120.00,6.90,
2013-09-29 02:00:00,1,57.00,57.00,57.00,48.00,,,72.00,5.80,1021.7,120.00,5.80,
2013-09-29 03:00:00,1,55.00,55.00,55.00,48.00,,,77.00,5.80,1021.3,120.00,5.80,
2013-09-29 04:00:00,1,54.00,54.00,54.00,46.90,,,77.00,4.60,1021.3,120.00,4.60,
2013-09-29 05:00:00,1,53.10,53.10,53.10,46.90,,,80.00,3.50,1021.0,140.00,3.50,
2013-09-29 06:00:00,1,53.10,53.10,53.10,46.90,,,80.00,3.50,1020.7,120.00,3.50,
2013-09-29 07:00:00,1,53.10,53.10,53.10,46.90,,,80.00,0.00,1020.3,0.00,0.00,
2013-09-29 08:00:00,1,53.10,53.10,53.10,46.90,,,80.00,3.50,1020.3,130.00,3.50,
2013-09-29 09:00:00,1,52.00,52.00,52.00,46.90,,,83.00,4.60,1020.3,130.00,4.60,
2013-09-29 10:00:00,1,51.10,51.10,51.10,46.90,,,86.00,4.60,1020.3,140.00,4.60,
2013-09-29 11:00:00,1,52.00,52.00,52.00,46.90,,,83.00,4.60,1020.7,150.00,4.60,
2013-09-29 12:00:00,1,55.00,55.00,55.00,48.00,,,77.00,4.60,1020.7,150.00,4.60,
2013-09-29 13:00:00,1,59.00,59.00,59.00,48.90,,,69.00,8.10,1020.3,170.00,8.10,
2013-09-29 14:00:00,1,64.00,64.00,64.00,50.00,,,60.00,9.20,1020.0,190.00,9.20,
2013-09-29 15:00:00,1,66.90,66.90,66.90,52.00,,,59.00,8.10,1019.3,160.00,8.10,
2013-09-29 16:00:00,1,69.10,69.10,69.10,53.10,,,57.00,6.90,1019.0,150.00,6.90,
2013-09-29 17:00:00,1,72.00,72.00,72.00,54.00,,,53.00,4.60,1018.3,,4.60,
2013-09-29 18:00:00,1,72.00,72.00,72.00,54.00,,,53.00,4.60,1017.6,170.00,4.60,
2013-09-29 19:00:00,1,72.00,72.00,72.00,54.00,,,53.00,4.60,1017.3,170.00,4.60,
2013-09-29 20:00:00,1,72.00,72.00,72.00,54.00,,,53.00,5.80,1016.9,210.00,5.80,
2013-09-29 21:00:00,1,71.10,71.10,71.10,55.00,,,57.00,4.60,1016.9,170.00,4.60,
2013-09-29 22:00:00,1,69.10,69.10,69.10,57.00,,,66.00,0.00,,0.00,0.00,
2013-09-29 23:00:00,1,68.00,68.00,68.00,57.90,,,70.00,0.00,1017.3,0.00,0.00,
2013-09-30 00:00:00,1,64.90,64.90,64.90,57.90,,,78.00,0.00,1017.3,0.00,0.00,
2013-09-30 01:00:00,1,63.00,63.00,63.00,57.90,,,84.00,0.00,1017.3,0.00,0.00,
2013-09-30 02:00:00,1,61.00,61.00,61.00,57.00,,,87.00,5.80,1017.3,110.00,5.80,
2013-09-30 03:00:00,1,61.00,61.00,61.00,57.00,,,87.00,0.00,1017.3,0.00,0.00,
2013-09-30 04:00:00,1,60.10,60.10,60.10,55.90,,,86.00,0.00,1017.3,0.00,0.00,
2013-09-30 05:00:00,1,57.90,57.90,57.90,55.00,,,90.00,0.00,1017.3,0.00,0.00,
2013-09-30 06:00:00,1,57.00,57.00,57.00,54.00,,,90.00,0.00,1016.9,0.00,0.00,
2013-09-30 07:00:00,1,55.90,55.90,55.90,54.00,,,93.00,0.00,1016.6,0.00,0.00,
2013-09-30 08:00:00,1,57.00,57.00,57.00,53.10,,,87.00,0.00,1016.9,0.00,0.00,
2013-09-30 09:00:00,1,55.90,55.90,55.90,53.10,,,90.00,0.00,1017.3,0.00,0.00,
2013-09-30 10:00:00,1,57.00,57.00,57.00,54.00,,,90.00,0.00,1017.3,0.00,0.00,
2013-09-30 11:00:00,1,57.00,57.00,57.00,54.00,,,90.00,0.00,1017.6,0.00,0.00,
2013-09-30 12:00:00,1,59.00,59.00,59.00,55.00,,,87.00,0.00,1017.9,0.00,0.00,
2013-09-30 13:00:00,1,62.10,62.10,62.10,57.90,,,86.00,0.00,1017.9,0.00,0.00,
2013-09-30 14:00:00,1,64.90,64.90,64.90,59.00,,,81.00,0.00,1017.9,0.00,0.00,
2013-09-30 15:00:00,2,68.00,68.00,68.00,56.10,,,65.50,3.50,1017.8,,3.50,
2013-09-30 16:00:00,2,69.90,70.00,69.80,56.55,,,62.50,6.35,1017.3,220.00,6.90,
2013-09-30 17:00:00,2,69.90,70.00,69.80,55.65,,,60.50,9.25,1017.1,235.00,10.40,
2013-09-30 18:00:00,1,69.10,69.10,69.10,55.90,,,63.00,4.60,1016.6,210.00,4.60,
2013-09-30 19:00:00,2,69.45,69.80,69.10,57.10,,,65.00,8.10,1016.3,210.00,10.40,
2013-09-30 20:00:00,2,68.90,69.80,68.00,57.55,,,67.00,7.50,1015.9,250.00,9.20,
2013-09-30 21:00:00,1,66.90,66.90,66.90,57.00,,,71.00,5.80,1016.3,250.00,5.80,
2013-09-30 22:00:00,1,64.90,64.90,64.90,55.90,,,73.00,3.50,1016.6,250.00,3.50,
2013-09-30 23:00:00,1,64.90,64.90,64.90,55.90,,,73.00,3.50,1016.9,220.00,3.50,
2013-10-01 00:00:00,1,64.00,64.00,64.00,55.90,,,75.00,0.00,1016.9,0.00,0.00,
2013-10-01 01:00:00,1,64.00,64.00,64.00,55.90,,,75.00,4.60,1016.9,210.00,4.60,
2013-10-01 02:00:00,1,63.00,63.00,63.00,57.00,,,81.00,3.50,1016.9,190.00,3.50,
2013-10-01 03:00:00,1,62.10,62.10,62.10,57.00,,,84.00,0.00,1017.3,0.00,0.00,
2013-10-01 04:00:00,1,62.10,62.10,62.10,55.90,,,80.00,0.00,1016.9,0.00,0.00,
2013-10-01 05:00:00,1,62.10,62.10,62.10,55.90,,,80.00,0.00,1016.9,0.00,0.00,
