h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
420031207001011,5,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,4,0,0,0,0,5,0,0,1,0,2,0,5,20130521
420031207001012,10,3,5,2,2,6,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,2,0,2,0,0,1,9,0,0,0,0,10,0,2,1,2,2,6,4,20130521
420031207001016,21,7,8,6,4,10,7,0,0,0,0,3,1,0,0,0,0,2,1,0,0,2,6,1,1,3,1,13,8,0,0,0,0,21,0,0,3,7,4,13,8,20130521
420031207001017,4,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,4,0,1,1,0,0,2,2,20130521
420031207001018,14,5,5,4,7,5,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,7,0,1,2,0,3,11,0,0,0,0,14,0,1,3,3,2,4,10,20130521
420031207001019,22,4,14,4,3,14,5,0,0,0,0,1,0,1,1,0,2,1,0,2,2,0,9,0,1,1,1,0,21,0,1,0,0,22,0,4,3,7,4,6,16,20130521
420031207001020,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,20130521
420031207001023,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420031207002000,14,2,10,2,5,4,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,4,0,2,0,0,0,14,0,0,0,0,14,0,1,7,2,2,3,11,20130521
420031207002001,20,3,11,6,4,12,4,0,0,0,1,0,0,1,0,0,2,0,0,2,1,2,7,0,1,1,2,6,14,0,0,0,0,20,0,1,6,7,3,2,18,20130521
420031207002002,11,1,7,3,2,7,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,5,0,0,0,0,0,11,0,0,0,0,10,1,1,5,2,2,4,7,20130521
420031207002005,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,20130521
420031207002006,12,4,7,1,4,4,4,0,0,0,0,1,0,2,1,0,0,0,2,1,0,2,3,0,0,0,0,0,10,0,2,0,0,12,0,1,3,2,2,6,6,20130521
420031207002007,14,4,5,5,6,7,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,3,0,5,0,1,3,11,0,0,0,0,14,0,3,3,2,2,7,7,20130521
420031207002008,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420031207002010,12,3,5,4,4,5,3,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,2,1,1,0,0,3,7,0,0,0,2,10,2,3,2,3,1,3,9,20130521
420031207002011,6,2,2,2,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,4,2,0,0,0,0,6,0,1,1,1,1,4,2,20130521
420031207002015,4,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0,4,0,1,0,1,0,2,2,20130521
420031207002016,20,6,9,5,8,10,2,0,0,0,0,0,0,0,0,1,3,0,0,0,3,3,6,1,3,0,0,0,20,0,0,0,0,20,0,4,2,6,2,7,13,20130521
420031207002019,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,2,1,0,1,2,20130521
420031207002020,3,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,1,2,20130521
420031208001000,24,8,9,7,8,14,2,0,0,0,0,1,0,5,1,0,0,0,0,0,2,0,9,0,1,4,1,1,22,0,0,0,1,23,1,4,6,3,3,12,12,20130521
420031208001001,4,1,3,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,2,2,20130521
420031208001002,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420031208001003,3,1,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,2,0,0,0,3,0,20130521
420031208001005,5,2,3,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,5,0,0,1,1,1,2,3,20130521
420031208001006,16,5,7,4,2,8,6,0,0,0,0,1,2,2,0,1,0,0,1,0,0,3,5,0,0,1,0,4,11,0,1,0,0,15,1,0,4,4,3,9,7,20130521
420031208001008,7,1,5,1,1,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,1,0,0,7,0,0,0,0,7,0,3,0,2,1,2,5,20130521
420031208001011,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,20130521
420031208001012,5,1,4,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0,5,0,2,1,1,0,4,1,20130521
420031208001013,5,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,5,0,0,0,3,1,1,4,20130521
420031208001014,10,2,7,1,4,5,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,2,0,2,1,9,0,0,0,0,9,1,0,4,4,0,5,5,20130521
420031208001015,4,1,3,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,4,0,1,2,0,0,2,2,20130521
420031208001017,6,2,4,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,4,0,0,6,0,0,1,2,1,4,2,20130521
420031208001018,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420031208001019,11,1,9,1,4,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,5,0,0,1,10,0,0,0,0,11,0,1,3,5,1,6,5,20130521
420031208001020,12,0,9,3,4,5,3,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,4,0,1,0,1,2,9,0,0,0,1,12,0,0,5,5,2,7,5,20130521
420031208002000,2,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,2,20130521
420031208002001,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,1,1,20130521
420031208002002,3,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,1,0,1,0,1,2,20130521
420031208002003,30,6,17,7,12,13,5,0,0,0,0,0,1,3,0,1,2,0,0,1,5,1,6,2,3,4,1,9,21,0,0,0,0,29,1,3,7,9,5,15,15,20130521
420031208002004,4,1,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,4,0,0,1,1,1,1,3,20130521
420031208002005,51,12,27,12,17,29,5,0,0,1,1,0,2,9,0,0,4,0,1,0,4,4,14,1,6,3,1,19,32,0,0,0,0,51,0,10,13,12,4,22,29,20130521
420031208002006,11,3,6,2,3,8,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,4,2,0,0,0,0,3,8,0,0,0,0,11,0,1,5,2,0,3,8,20130521
420031208002007,16,5,8,3,9,3,4,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,1,2,1,2,3,13,0,0,0,0,16,0,1,7,3,0,10,6,20130521
420031208002008,11,2,8,1,4,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,3,0,1,1,1,0,11,0,0,0,0,11,0,1,3,2,3,7,4,20130521
420031208002009,7,2,4,1,1,5,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,0,0,0,0,7,0,0,3,1,1,3,4,20130521
420031208002010,8,3,2,3,4,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,1,1,0,1,7,0,0,0,0,8,0,0,3,2,0,4,4,20130521
420031208002011,8,1,6,1,2,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,1,2,5,0,0,0,1,6,2,1,1,2,3,5,3,20130521
420031208002015,3,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,0,1,2,20130521
420031208002016,12,4,7,1,3,9,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,2,0,2,1,1,0,12,0,0,0,0,12,0,1,5,2,0,5,7,20130521
420031208002017,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,2,1,1,0,0,0,2,1,20130521
420031208002020,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,20130521
420031208002026,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,20130521
420031208002028,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420031301001001,4,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4,0,0,0,0,4,0,0,2,1,0,0,4,20130521
420031301001002,13,1,10,2,2,9,2,0,0,0,1,0,0,0,2,1,0,1,0,0,2,0,5,0,0,0,1,3,9,0,0,0,1,13,0,0,4,5,3,3,10,20130521
420031301001003,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,20130521
420031301001005,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,20130521
420031301001006,9,2,7,0,6,3,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,2,0,1,0,0,4,5,0,0,0,0,9,0,0,3,3,1,2,7,20130521
420031301001008,4,0,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,0,0,4,0,1,0,3,0,3,1,20130521
420031301001009,32,10,14,8,15,12,5,0,0,0,0,0,1,1,0,0,0,0,0,2,5,4,10,0,4,2,3,1,31,0,0,0,0,32,0,3,9,5,5,12,20,20130521
420031301001010,23,5,10,8,11,9,3,0,0,0,0,1,0,1,1,1,1,0,0,0,4,2,5,1,3,1,2,0,23,0,0,0,0,23,0,2,5,8,3,10,13,20130521
420031301001011,27,10,13,4,12,11,4,0,0,0,0,0,0,0,2,0,0,1,0,0,5,3,8,2,3,1,2,2,22,0,0,0,3,24,3,3,4,9,1,11,16,20130521
420031301001012,12,4,5,3,3,6,3,0,0,0,0,0,0,2,0,0,0,0,1,1,3,2,3,0,0,0,0,0,12,0,0,0,0,12,0,1,2,3,2,6,6,20130521
420031301001013,12,2,6,4,3,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6,0,1,1,0,0,12,0,0,0,0,12,0,1,2,5,2,2,10,20130521
420031301001014,11,1,4,6,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,3,0,1,0,11,0,0,0,0,11,0,1,6,3,0,2,9,20130521
420031301001015,10,2,7,1,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4,0,1,0,1,0,10,0,0,0,0,10,0,0,6,1,1,2,8,20130521
420031301001018,3,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,3,0,0,1,0,1,1,2,20130521
420031301001019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420031301001020,14,3,9,2,9,3,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,6,0,1,1,0,0,12,0,0,0,2,14,0,0,4,7,0,4,10,20130521
420031301001021,7,3,1,3,3,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,7,0,0,0,0,7,0,1,1,1,1,4,3,20130521
420031301001022,6,1,4,1,1,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,4,0,0,0,0,6,0,0,2,1,2,4,2,20130521
420031301002002,38,7,23,8,11,11,16,0,0,0,0,4,1,0,2,0,0,0,3,1,3,6,11,1,5,0,1,26,12,0,0,0,0,36,2,2,6,16,7,18,20,20130521
420031301002005,7,1,5,1,0,6,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,0,0,0,2,5,0,0,0,0,7,0,2,1,3,0,4,3,20130521
420031301002006,39,11,24,4,8,26,5,0,0,0,0,1,0,10,0,0,2,0,0,3,4,2,8,0,6,1,2,0,37,0,0,0,2,39,0,2,6,16,4,14,25,20130521
420031301002007,15,1,12,2,3,12,0,0,0,0,1,0,0,3,0,0,2,0,1,1,1,0,5,0,1,0,0,0,14,0,1,0,0,15,0,0,5,6,3,5,10,20130521
420031301002008,18,6,9,3,5,12,1,0,0,0,0,0,0,3,0,0,3,1,0,0,1,1,6,0,3,0,0,0,18,0,0,0,0,18,0,2,4,4,2,8,10,20130521
420031301002009,20,7,11,2,8,9,3,0,0,0,0,0,0,5,0,0,2,1,1,0,1,0,4,1,4,1,0,1,19,0,0,0,0,20,0,3,5,2,3,9,11,20130521
420031301002010,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420031301002011,7,3,3,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,7,0,0,0,0,7,0,1,1,1,1,1,6,20130521
420031301002012,18,2,15,1,4,9,5,0,0,0,0,0,1,0,2,0,2,0,1,0,0,3,7,0,1,0,1,0,15,0,2,0,1,18,0,2,5,5,4,11,7,20130521
420031301002013,5,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,5,0,0,0,0,5,0,1,1,2,0,2,3,20130521
420031301002014,13,3,9,1,4,7,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,5,1,1,0,1,0,13,0,0,0,0,13,0,2,4,2,2,7,6,20130521
420031301003000,16,4,9,3,4,10,2,0,0,0,0,0,0,4,0,0,1,1,0,0,2,2,3,0,3,0,0,3,12,1,0,0,0,16,0,4,3,3,2,8,8,20130521
420031301003001,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,1,1,20130521
420031301003003,3,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,3,0,0,1,1,1,2,1,20130521
420031301003004,4,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,0,0,0,4,0,1,1,1,0,4,0,20130521
420031301003005,18,4,13,1,9,7,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,5,0,4,1,1,1,17,0,0,0,0,18,0,1,6,1,6,10,8,20130521
420031301003006,15,2,9,4,5,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,5,2,0,1,1,0,15,0,0,0,0,15,0,3,4,6,0,5,10,20130521
420031301003007,21,3,15,3,3,14,4,0,0,0,0,0,0,1,1,0,5,0,0,1,1,3,5,0,3,0,1,1,20,0,0,0,0,21,0,1,6,4,7,6,15,20130521
420031301003008,7,1,4,2,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,6,1,0,0,0,7,0,0,3,2,1,3,4,20130521
420031301003009,9,4,5,0,6,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4,0,1,1,8,0,0,0,0,9,0,2,2,1,0,3,6,20130521
420031301003010,28,8,15,5,12,12,4,0,0,0,1,0,0,4,1,0,1,0,0,0,8,2,4,0,6,0,1,7,21,0,0,0,0,28,0,1,9,8,2,13,15,20130521
420031301003011,7,2,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,0,0,0,6,1,0,0,0,7,0,0,3,2,0,4,3,20130521
420031301003012,11,1,6,4,2,4,5,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,4,0,1,0,0,0,11,0,0,0,0,11,0,1,3,3,3,4,7,20130521
420031301003013,7,3,3,1,1,6,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,7,0,0,2,0,2,2,5,20130521
420031302001000,14,3,9,2,4,7,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,5,0,2,0,1,2,12,0,0,0,0,14,0,4,5,1,1,7,7,20130521
420031302001001,16,3,9,4,6,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,7,0,3,0,1,0,16,0,0,0,0,16,0,3,4,5,1,6,10,20130521
420031302001002,12,5,7,0,4,4,4,0,0,1,1,0,0,2,0,0,0,0,1,0,2,0,2,0,1,1,1,1,11,0,0,0,0,12,0,1,3,1,2,5,7,20130521
420031302001003,20,8,8,4,5,12,3,0,0,1,0,2,1,3,0,1,1,0,1,0,1,2,5,0,1,0,1,11,9,0,0,0,0,16,4,0,3,5,4,8,12,20130521
420031302001004,13,1,8,4,3,6,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,4,0,3,0,1,0,12,0,0,0,1,12,1,1,4,6,1,8,5,20130521
420031302001005,30,7,12,11,13,12,5,0,0,0,2,0,2,4,1,0,0,0,2,0,1,1,11,2,4,0,0,12,17,0,0,0,1,30,0,3,9,6,5,16,14,20130521
420031302001006,7,1,4,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,7,0,0,0,0,7,0,1,1,3,1,5,2,20130521
420031302001007,11,2,5,4,5,5,1,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,4,0,1,0,0,2,8,1,0,0,0,10,1,3,2,3,1,6,5,20130521
420031302001008,18,2,11,5,6,7,5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,6,2,2,0,1,0,18,0,0,0,0,18,0,2,5,9,0,9,9,20130521
420031302001009,17,4,10,3,5,10,2,0,0,0,0,1,0,2,1,0,1,0,0,0,3,0,6,0,2,0,1,0,17,0,0,0,0,17,0,3,4,4,2,8,9,20130521
420031302001010,7,1,5,1,1,2,4,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,5,0,0,0,1,6,1,1,1,2,2,4,3,20130521
420031302001011,14,2,10,2,0,6,8,0,0,0,0,2,2,1,0,0,0,1,0,1,0,2,3,0,1,1,0,8,6,0,0,0,0,14,0,1,4,4,3,12,2,20130521
420031302001012,19,2,10,7,8,8,3,0,0,0,0,1,0,2,0,2,1,0,0,1,2,0,4,1,4,0,1,5,13,1,0,0,0,19,0,4,5,5,3,6,13,20130521
420031302001014,15,4,6,5,8,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,4,0,3,1,1,0,15,0,0,0,0,15,0,2,4,2,3,6,9,20130521
420031302001015,8,3,4,1,4,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,0,0,1,7,0,0,0,0,8,0,0,3,2,0,2,6,20130521
420031302001016,10,2,5,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,1,0,1,1,9,0,0,0,0,10,0,2,2,3,1,5,5,20130521
420031302001017,3,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,3,0,0,2,0,0,1,2,20130521
420031302001018,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420031302002000,17,2,9,6,5,6,6,0,0,1,0,0,0,1,0,1,0,1,0,1,0,5,5,0,1,1,0,1,16,0,0,0,0,17,0,2,4,7,2,6,11,20130521
420031302002001,59,17,31,11,21,33,5,0,0,0,0,2,0,4,5,1,3,1,0,0,9,6,16,1,6,3,2,5,53,0,0,0,1,57,2,8,14,16,4,24,35,20130521
420031302002002,15,2,9,4,6,6,3,0,0,0,1,1,0,2,1,0,2,1,1,0,1,0,3,0,2,0,0,0,15,0,0,0,0,15,0,2,8,2,1,7,8,20130521
420031302002003,9,1,4,4,1,5,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,3,0,0,1,0,0,9,0,0,0,0,9,0,0,6,1,1,3,6,20130521
420031302002004,18,3,9,6,6,9,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,10,0,2,0,0,0,18,0,0,0,0,18,0,4,6,3,2,5,13,20130521
420031302002005,11,3,4,4,3,6,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,1,1,1,0,2,4,7,0,0,0,0,11,0,0,2,3,3,5,6,20130521
420031302002006,17,4,9,4,4,11,2,0,0,0,1,0,2,0,0,0,2,1,0,2,1,0,5,0,1,0,2,1,16,0,0,0,0,17,0,2,5,5,1,9,8,20130521
420031302002007,13,4,7,2,7,5,1,0,0,0,0,0,0,2,0,0,1,1,0,1,3,1,2,0,1,0,1,0,12,1,0,0,0,12,1,3,3,3,0,7,6,20130521
420031302002008,19,4,12,3,5,10,4,0,0,0,1,1,0,0,1,1,1,0,1,0,1,2,6,1,2,1,0,9,9,1,0,0,0,18,1,2,6,5,2,7,12,20130521
420031302002009,10,0,6,4,3,5,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,1,0,1,0,0,0,10,0,0,0,0,10,0,1,4,4,1,5,5,20130521
420031302002010,5,1,0,4,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,5,0,1,0,1,2,1,4,20130521
420031302002011,5,0,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,5,0,0,0,0,5,0,1,0,4,0,3,2,20130521
420031302002012,13,3,5,5,2,10,1,0,0,0,0,2,0,0,0,0,1,0,3,1,0,1,3,0,2,0,0,3,10,0,0,0,0,13,0,4,4,2,0,8,5,20130521
420031302002013,6,4,1,1,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,0,0,0,0,6,0,0,2,0,0,2,4,20130521
420031302002014,8,2,3,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,7,0,0,0,0,8,0,1,2,2,1,4,4,20130521
420031302002015,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,3,0,0,0,3,0,0,3,20130521
420031302002016,16,4,5,7,5,9,2,0,0,0,1,0,0,4,1,0,1,0,0,0,1,3,3,0,1,0,1,0,14,0,2,0,0,16,0,3,3,4,2,9,7,20130521
420031302002017,8,2,4,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,8,0,0,0,0,8,0,1,2,2,1,3,5,20130521
420031302002019,6,1,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,6,0,0,0,0,6,0,2,1,1,1,3,3,20130521
420031303001003,22,8,10,4,7,10,5,1,0,0,1,0,0,1,1,0,0,0,0,1,2,2,11,0,1,0,1,3,16,0,3,0,0,19,3,4,2,7,1,11,11,20130521
420031303001004,9,1,8,0,2,3,4,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,3,0,1,0,0,0,8,0,0,0,1,9,0,0,2,4,2,3,6,20130521
420031303001005,14,4,5,5,5,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,5,1,1,1,1,2,12,0,0,0,0,14,0,6,0,2,2,9,5,20130521
420031303001006,3,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,1,1,0,1,2,20130521
420031303001010,9,2,6,1,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,1,1,0,0,9,0,0,0,0,9,0,1,3,2,1,3,6,20130521
420031303001011,13,5,8,0,5,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,4,0,1,0,13,0,0,0,0,13,0,1,4,3,0,5,8,20130521
420031303001012,10,3,6,1,3,6,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,4,0,1,0,0,0,10,0,0,0,0,10,0,1,4,1,1,4,6,20130521
420031303001016,14,2,7,5,8,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,5,1,1,1,0,4,10,0,0,0,0,14,0,0,4,4,4,6,8,20130521
420031303001017,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,2,20130521
420031303001018,12,2,6,4,4,5,3,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,4,0,2,1,0,0,10,0,0,0,2,12,0,2,1,5,2,6,6,20130521
420031303002000,12,4,5,3,4,7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,2,0,0,0,0,11,0,0,0,1,12,0,0,4,2,2,6,6,20130521
420031303002001,22,4,8,10,7,9,6,0,0,0,1,0,0,2,2,0,1,0,1,1,1,6,4,0,2,1,0,1,18,0,3,0,0,21,1,2,6,5,5,9,13,20130521
420031303002004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420031303002005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,20130521
420031303002006,3,0,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,2,1,0,2,1,20130521
420031303002010,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,2,0,20130521
